ordinal,ordinal,nominal,nominal,ordinal,ordinal,ordinal,nominal,nominal,nominal,ordinal,nominal,nominal,nominal,ordinal,ordinal,ordinal,nominal,ordinal,nominal,nominal,nominal,nominal,nominal,nominal,nominal,nominal,nominal
1.0,6.0,1.0,1.0,2.0,2.0,32.0,1.0,0.0,1.0,30.0,1.0,0.0,1.0,3.0,3.0,15.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,2.0,2.0,36.0,0.0,0.0,1.0,37.0,1.0,1.0,1.0,3.0,1.0,18.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,3.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,1.0,15.0,1.0,1.0,1.0,3.0,5.0,7.4,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,3.0,1.0,1.0,2.0,2.0,30.0,0.0,0.0,1.0,46.0,1.0,1.0,1.0,4.0,1.0,22.2,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,1.0,2.0,2.0,19.0,0.0,0.0,0.0,34.0,1.0,0.0,1.0,2.0,2.0,17.1,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1.0,6.0,1.0,1.0,3.0,3.0,26.0,0.0,0.0,1.0,65.0,0.0,1.0,0.0,5.0,1.0,31.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,4.0,1.0,0.0,2.0,2.0,31.0,0.0,0.0,1.0,33.0,0.0,1.0,0.0,5.0,1.0,16.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,11.0,1.0,0.0,2.0,1.0,31.0,1.0,0.0,1.0,29.0,1.0,0.0,1.0,3.0,4.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,2.0,2.0,20.0,1.0,0.0,1.0,30.0,0.0,1.0,1.0,3.0,4.0,15.1,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,4.0,1.0,0.0,2.0,2.0,36.0,0.0,0.0,0.0,34.0,0.0,1.0,1.0,2.0,1.0,16.6,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,2.0,1.0,19.0,0.0,0.0,1.0,27.0,0.0,1.0,1.0,2.0,2.0,13.7,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,4.0,3.0,24.0,1.0,0.0,0.0,78.0,0.0,0.0,0.0,4.0,5.0,38.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,5.0,1.0,0.0,2.0,1.0,28.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,2.0,2.0,13.6,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,4.0,1.0,1.0,3.0,3.0,26.0,1.0,0.0,1.0,74.0,1.0,1.0,1.0,5.0,2.0,37.3,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,11.0,1.0,1.0,2.0,2.0,32.0,1.0,0.0,1.0,48.0,1.0,1.0,1.0,4.0,3.0,23.3,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,19.0,1.0,0.0,1.0,1.0,61.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,2.0,1.0,4.6,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,24.0,0.0,0.0,0.0,16.0,1.0,1.0,0.0,4.0,4.0,7.8,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1.0,4.0,1.0,1.0,4.0,3.0,26.0,0.0,0.0,1.0,87.0,0.0,1.0,0.0,5.0,1.0,44.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,1.0,24.0,0.0,0.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,7.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,2.0,2.0,21.0,0.0,0.0,1.0,39.0,1.0,0.0,1.0,3.0,1.0,19.7,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,1.0,14.0,1.0,1.0,1.0,3.0,3.0,6.9,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,3.0,3.0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,18.0,0.0,0.0,4.0,3.0,37.0,1.0,0.0,0.0,113.0,8.0,0.0,0.0,4.0,4.0,55.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,0.0,0.0,2.0,1.0,21.0,0.0,0.0,0.0,29.0,1.0,0.0,1.0,3.0,4.0,14.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,3.0,2.0,20.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,3.0,1.0,24.2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,2.0,1.0,5.7,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,9.0,0.0,0.0,1.0,1.0,30.0,1.0,0.0,0.0,15.0,0.0,0.0,1.0,4.0,4.0,7.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0,1.0,19.0,0.0,0.0,1.0,19.0,1.0,0.0,1.0,2.0,3.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,22.0,1.0,1.0,1.0,1.0,45.0,0.0,0.0,1.0,17.0,1.0,1.0,1.0,2.0,1.0,8.6,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,4.0,0.0,0.0,1.0,1.0,25.0,1.0,0.0,1.0,15.0,1.0,1.0,0.0,3.0,2.0,7.3,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,10.0,1.0,1.0,2.0,1.0,34.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,3.0,2.0,12.9,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,19.0,1.0,1.0,3.0,3.0,42.0,0.0,0.0,1.0,72.0,0.0,1.0,0.0,4.0,3.0,35.1,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,2.0,1.0,0.0,2.0,2.0,22.0,1.0,0.0,1.0,37.0,1.0,1.0,0.0,3.0,4.0,19.1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,11.0,1.0,0.0,2.0,2.0,39.0,1.0,0.0,1.0,39.0,0.0,1.0,1.0,3.0,4.0,19.4,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,1.0,2.0,2.0,29.0,0.0,0.0,0.0,33.0,1.0,0.0,1.0,3.0,1.0,16.3,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,4.0,1.0,10.4,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1.0,42.0,0.0,0.0,1.0,1.0,70.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,5.0,3.0,4.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1.0,10.0,1.0,1.0,2.0,2.0,37.0,0.0,0.0,1.0,36.0,8.0,1.0,1.0,2.0,1.0,18.1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,3.0,7.0,8.3,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0,2.0,1.0,9.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,1.0,18.0,1.0,0.0,0.0,14.0,1.0,1.0,1.0,2.0,3.0,6.8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,2.0,2.0,28.0,0.0,0.0,1.0,31.0,1.0,1.0,1.0,3.0,1.0,15.2,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,4.0,1.0,1.0,1.0,1.0,23.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,3.0,2.0,11.7,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,2.0,1.0,1.0,2.0,1.0,23.0,1.0,0.0,1.0,28.0,0.0,1.0,0.0,4.0,5.0,13.8,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,27.0,1.0,1.0,1.0,1.0,52.0,0.0,0.0,1.0,16.0,1.0,0.0,1.0,3.0,1.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,4.0,1.0,1.0,1.0,1.0,29.0,0.0,0.0,1.0,18.0,0.0,1.0,1.0,2.0,1.0,9.1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,26.0,1.0,0.0,2.0,2.0,54.0,0.0,0.0,1.0,31.0,0.0,0.0,1.0,3.0,1.0,15.7,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,4.0,1.0,1.0,1.0,1.0,24.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,3.0,1.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,1.0,2.0,2.0,30.0,0.0,0.0,0.0,48.0,1.0,0.0,1.0,4.0,1.0,23.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,1.0,21.0,1.0,0.0,0.0,18.0,1.0,0.0,1.0,2.0,4.0,9.1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,0.0,1.0,2.0,2.0,28.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,5.0,1.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,17.0,1.0,1.0,1.0,1.0,40.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,3.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,10.0,1.0,1.0,1.0,1.0,40.0,0.0,0.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,7.9,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,9.0,1.0,0.0,3.0,3.0,35.0,0.0,0.0,1.0,70.0,1.0,1.0,0.0,3.0,1.0,35.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,2.0,1.0,28.0,1.0,0.0,1.0,30.0,1.0,1.0,1.0,3.0,4.0,14.4,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,2.0,1.0,40.0,0.0,0.0,1.0,25.0,1.0,1.0,1.0,4.0,1.0,12.3,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,3.0,1.0,1.0,2.0,2.0,25.0,1.0,0.0,1.0,41.0,0.0,1.0,1.0,4.0,4.0,20.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,16.0,1.0,1.0,2.0,2.0,37.0,1.0,0.0,1.0,35.0,0.0,1.0,0.0,5.0,3.0,17.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,15.0,0.0,0.0,1.0,1.0,42.0,1.0,0.0,1.0,17.0,1.0,1.0,0.0,1.0,4.0,8.4,0.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,1.0,1.0,20.0,1.0,0.0,0.0,14.0,0.0,0.0,1.0,3.0,5.0,6.8,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.0,1.0,1.0,1.0,1.0,19.0,1.0,0.0,0.0,20.0,1.0,1.0,0.0,2.0,6.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,2.0,1.0,1.0,3.0,3.0,25.0,0.0,0.0,1.0,59.0,0.0,1.0,0.0,3.0,3.0,30.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,2.0,2.0,48.0,1.0,0.0,1.0,31.0,0.0,1.0,1.0,3.0,2.0,15.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,2.0,0.0,1.0,1.0,1.0,22.0,0.0,0.0,0.0,21.0,1.0,1.0,1.0,1.0,2.0,10.3,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,24.0,1.0,1.0,2.0,2.0,44.0,0.0,0.0,1.0,38.0,1.0,1.0,1.0,3.0,5.0,18.8,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,15.0,0.0,0.0,1.0,1.0,40.0,0.0,0.0,0.0,21.0,1.0,1.0,1.0,1.0,1.0,10.3,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,5.0,1.0,1.0,1.0,1.0,28.0,0.0,0.0,1.0,23.0,1.0,0.0,0.0,4.0,2.0,11.7,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,17.0,1.0,1.0,2.0,2.0,41.0,1.0,0.0,1.0,34.0,1.0,1.0,1.0,1.0,4.0,16.6,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,2.0,1.0,1.0,1.0,1.0,26.0,0.0,0.0,0.0,18.0,1.0,0.0,1.0,2.0,3.0,8.9,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,4.0,1.0,1.0,1.0,1.0,24.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,4.0,3.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,4.0,1.0,0.0,2.0,2.0,24.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,4.0,1.0,15.2,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,4.0,3.0,36.0,1.0,0.0,0.0,91.0,0.0,1.0,0.0,5.0,4.0,45.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,23.0,0.0,0.0,1.0,19.0,1.0,1.0,1.0,3.0,1.0,9.4,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,0.0,1.0,22.0,1.0,1.0,1.0,3.0,6.0,11.3,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,15.0,1.0,1.0,2.0,2.0,36.0,0.0,0.0,1.0,32.0,1.0,1.0,0.0,4.0,1.0,15.7,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,37.0,1.0,1.0,2.0,2.0,59.0,1.0,0.0,1.0,34.0,0.0,1.0,0.0,4.0,2.0,17.2,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,3.0,1.0,1.0,1.0,1.0,30.0,1.0,0.0,1.0,22.0,1.0,0.0,1.0,3.0,4.0,10.9,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,5.0,1.0,0.0,3.0,2.0,33.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,5.0,1.0,26.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,1.0,21.0,0.0,0.0,1.0,13.0,1.0,1.0,1.0,3.0,2.0,6.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,24.0,1.0,0.0,1.0,3.0,1.0,12.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,7.0,1.0,0.0,2.0,2.0,30.0,1.0,0.0,0.0,32.0,1.0,1.0,1.0,4.0,4.0,16.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
